,timestamp,sensor_id,range_sc,azimuth_sc,rcs,vr,vr_compensated,x_cc,y_cc,x_seq,y_seq,uuid,track_id,label_id
854472,158301144266,3,16.76336,-0.3908849,-19.06198,-0.462506,10.656071,20.606302,1.4560239,3074.5164,-2717.4216,b'c9b856818efc6cd18311b417ad8a160c',b'f99cd724d1b311e69736bcaec523183d',0
854473,158301144266,3,17.099901,-0.3590426,-5.661564,0.58586085,11.6922035,20.90929,2.014665,3074.6958,-2718.0312,b'89db0410fff5c6f12007925ca46978e8',b'f99cd724d1b311e69736bcaec523183d',0
854520,158301153771,2,15.45374,0.5392452,6.78989,0.5089507,11.7036495,19.231745,0.88983744,3075.0273,-2716.1377,b'e51c7a43f2e0404f17d8f3d53c30b7f5',b'f99cd724d1b311e69736bcaec523183d',0
854550,158301153771,2,16.379911,0.53360784,-0.7857137,0.48630485,11.685674,20.162243,0.89324373,3074.3708,-2716.7969,b'90c2c15b95940c03072704e6280fa2f2',b'f99cd724d1b311e69736bcaec523183d',0
854555,158301153771,2,17.219296,0.5652316,-2.7960334,0.5129828,11.681561,20.936121,1.515918,3074.2622,-2717.7842,b'f759014a795d9897ba27bfab01a38fc0',b'f99cd724d1b311e69736bcaec523183d',0
854664,158301219133,3,15.285808,-0.3887403,16.636099,-30.114319,-19.015558,19.12874,1.4221338,3075.024,-2717.0066,b'711790d5490db94a296522d5dd0456df',b'f99cd724d1b311e69736bcaec523183d',0
854703,158301219133,3,16.379889,-0.41648024,-3.6265204,0.57995963,11.680965,20.236769,1.019711,3073.9575,-2717.509,b'fb2f82ed8e4f468424cdafbb4e9fc01a',b'f99cd724d1b311e69736bcaec523183d',0
854707,158301219133,3,17.219893,-0.37852263,-3.8666718,0.65002596,11.745807,21.051456,1.6892087,3073.8582,-2718.5588,b'6f090ed2f80b97b389c7aa8f898c7735',b'f99cd724d1b311e69736bcaec523183d',0
854752,158301228761,2,15.284373,0.5620345,10.817083,0.5416368,11.687388,19.023497,1.2184467,3074.8862,-2716.8735,b'a01f0c3faa738636f56896c2343f12b5',b'f99cd724d1b311e69736bcaec523183d',0
854753,158301228761,2,15.825617,0.523684,-1.5546193,0.5112083,11.691583,19.625076,0.68294984,3074.0825,-2716.9233,b'acc4d06e9fa06fabe9019f319139980f',b'f99cd724d1b311e69736bcaec523183d',0
854770,158301228761,2,16.799923,0.5636237,-1.4888091,0.5411077,11.68507,20.52369,1.4351594,3073.9836,-2718.091,b'c0a388072906d0a00ef89b71abdbad8e',b'f99cd724d1b311e69736bcaec523183d',0
854771,158301228761,2,17.639923,0.5705998,-8.841757,0.56784993,11.703628,21.340813,1.6639218,3073.5706,-2718.8323,b'544b00658f53843f111bc93db220e405',b'f99cd724d1b311e69736bcaec523183d',0
854859,158301292004,3,15.282986,-0.4193344,3.880594,0.60794055,11.690138,19.140863,0.95468783,3074.1892,-2717.3281,b'2612e5a01f62a2f5e148b92385d56356',b'f99cd724d1b311e69736bcaec523183d',0
854860,158301292004,3,15.464496,-0.34356573,7.4341145,0.6410624,11.6987505,19.258478,2.1274145,3074.943,-2718.234,b'9c10cfa800a6a7b6ca4f60f7eb87bb4b',b'f99cd724d1b311e69736bcaec523183d',0
854901,158301292004,3,16.37989,-0.39861694,0.181669,0.61558187,11.697395,20.228447,1.3121874,3073.682,-2718.3542,b'6201d92397845f8b9f6e825a9e69298c',b'f99cd724d1b311e69736bcaec523183d',0
854907,158301292004,3,17.09792,-0.3601794,-21.614319,0.98841584,12.05692,20.908798,1.9951329,3073.6921,-2719.3184,b'63e6cc7146e5e63be6d6fd3b28d7459a',b'f99cd724d1b311e69736bcaec523183d',0
854908,158301292004,3,17.219896,-0.36861268,-11.654836,0.6408453,11.713671,21.040813,1.8595243,3073.5027,-2719.3174,b'4ff52854d7929bee12501c7f4dc02e98',b'f99cd724d1b311e69736bcaec523183d',0
854909,158301292004,3,18.059896,-0.3571437,-18.091385,0.58034706,11.647102,21.863775,2.122661,3073.1135,-2720.0889,b'c3671e8d959707555d1eb4ad2763183c',b'f99cd724d1b311e69736bcaec523183d',0
854947,158301303135,2,15.40721,0.5376449,16.37025,0.5587173,11.706404,19.187979,0.8605235,3074.0115,-2717.3948,b'f63b45a2a664dd23bc4d2d516be15576',b'f99cd724d1b311e69736bcaec523183d',0
854976,158301303135,2,16.379921,0.5541485,4.4157634,0.5500395,11.682183,20.12609,1.2277441,3073.6165,-2718.3215,b'45d2ed53fc45850840f76bd57f56e18e',b'f99cd724d1b311e69736bcaec523183d',0
854977,158301303135,2,17.219921,0.5603646,-2.8231673,0.55559933,11.681102,20.947323,1.4328599,3073.1877,-2719.0513,b'e0b4fc896068f96508a26d454a8a07b3',b'f99cd724d1b311e69736bcaec523183d',0
854981,158301303135,2,19.252747,0.5727655,-14.745039,0.55588907,11.666861,22.933456,1.9213703,3072.1455,-2720.8113,b'b3adf567add6bc49cd414a3b06d8857e',b'f99cd724d1b311e69736bcaec523183d',0
855083,158301365839,3,15.443482,-0.38658288,11.720068,0.65224624,11.71496,19.28463,1.4628618,3073.9448,-2718.4316,b'd2adbc2c01dbd4e70f7cef8b4e23436a',b'f99cd724d1b311e69736bcaec523183d',0
855127,158301365839,3,16.799887,-0.40839022,2.2102754,0.64656603,11.712991,20.653484,1.1637819,3072.7761,-2719.2043,b'd3c0e5cee9caf4605c4bde2d4e26b637',b'f99cd724d1b311e69736bcaec523183d',0
855128,158301365839,3,19.029541,-0.43065697,-16.799692,0.6612041,11.725987,22.88927,0.8016748,3070.9578,-2720.5547,b'f17f8cd269ccb861189c31f9b2acda2b',b'f99cd724d1b311e69736bcaec523183d',0
855157,158301376326,2,15.358972,0.5415675,12.091145,0.5836899,11.70323,19.133768,0.91556233,3073.5845,-2718.035,b'7147d8e5e5a06054568f1c2b5d1e0f45',b'f99cd724d1b311e69736bcaec523183d',0
855180,158301376326,2,16.434706,0.5581458,6.0744348,0.5776135,11.680283,20.17263,1.2994144,3073.1362,-2719.0476,b'267996afa9e8638780730fb030a83b2f',b'f99cd724d1b311e69736bcaec523183d',0
855186,158301376326,2,17.219929,0.5768944,-7.091986,0.5709492,11.650863,20.909742,1.7150068,3072.9207,-2719.866,b'2371e90031a87a78c815e2bc75e85531',b'f99cd724d1b311e69736bcaec523183d',0
855290,158301439404,3,15.48521,-0.41836533,12.3081875,0.6630957,11.722444,19.342804,0.9730621,3073.0427,-2718.7686,b'2f9a95039b04e06f930ed625675f4f83',b'f99cd724d1b311e69736bcaec523183d',0
855328,158301439404,3,16.298128,-0.40722513,7.0746975,0.66593665,11.725075,20.151382,1.1689115,3072.6228,-2719.4866,b'aba2bdeeba3824bb9e5c12a9109cb695',b'f99cd724d1b311e69736bcaec523183d',0
855329,158301439404,3,17.219887,-0.39659545,-6.77606,0.65301245,11.710671,21.06652,1.378366,3072.1384,-2720.2908,b'7f8b21db3e6dfb137b93e9b72ca2ea1f',b'f99cd724d1b311e69736bcaec523183d',0
855330,158301439404,3,18.059877,-0.4246823,-16.074522,0.5450503,11.603907,21.918722,0.9043917,3071.2058,-2720.5754,b'a692dd1cd21ad626b5c5dbde47149b15',b'f99cd724d1b311e69736bcaec523183d',0
855351,158301452108,2,15.554485,0.53063655,15.483612,0.611904,11.724461,19.345158,0.76695126,3072.8015,-2718.7375,b'29616ab14082da3590492b8de9db4f0f',b'f99cd724d1b311e69736bcaec523183d',0
855367,158301452108,2,16.37991,0.52858317,9.31118,0.6165138,11.730742,20.17004,0.8113106,3072.2615,-2719.3625,b'645f0e27d357fa25aa9ba58253e1e7fb',b'f99cd724d1b311e69736bcaec523183d',0
855368,158301452108,2,18.457207,0.5505212,-18.708805,0.61957467,11.71351,22.196697,1.4057198,3071.2842,-2721.235,b'be0468d133facec4637e0f79b4c16351',b'f99cd724d1b311e69736bcaec523183d',0
855458,158301513598,3,15.610422,-0.4053813,14.439634,0.6827051,11.73432,19.463106,1.1778963,3072.5874,-2719.6348,b'dda557d405d0adb596c6ebebf69b0bec',b'f99cd724d1b311e69736bcaec523183d',0
855502,158301513598,3,16.379889,-0.4137839,8.19747,0.6864442,11.738661,20.235847,1.0638672,3071.9712,-2720.1145,b'ea87cb619615281d9e11a3ae199580a6',b'f99cd724d1b311e69736bcaec523183d',0
855503,158301513598,3,17.639883,-0.41012946,-18.778017,0.7150235,11.767074,21.49398,1.156302,3071.1687,-2721.0881,b'1544320591031f6e11eec7039043dd88',b'f99cd724d1b311e69736bcaec523183d',0
855553,158301527402,2,15.611577,0.5205286,16.880726,0.6258735,11.733391,19.416082,0.615166,3072.123,-2719.3335,b'4d61d269b0f9e78c52d1050b2d546377',b'f99cd724d1b311e69736bcaec523183d',0
855572,158301527402,2,16.379913,0.5358586,9.860622,0.64022547,11.735349,20.158617,0.92993194,3071.8384,-2720.0881,b'0c853f3077c30465d8776824060f5a97',b'f99cd724d1b311e69736bcaec523183d',0
855573,158301527402,2,17.219913,0.54664356,-1.0633702,0.6303774,11.715218,20.974972,1.1982102,3071.469,-2720.864,b'c60a2d2dee03f89d1302a719e66d8adf',b'f99cd724d1b311e69736bcaec523183d',0
855574,158301527402,2,18.059898,0.52006567,-12.240093,0.5927499,11.700601,21.856403,0.8130881,3070.5818,-2721.2358,b'd43b61a6daca1aad2031f017e9e8669a',b'f99cd724d1b311e69736bcaec523183d',0
855575,158301527402,2,19.553732,0.5440399,-17.650135,0.5844342,11.671875,23.300114,1.4048669,3070.0134,-2722.689,b'1fc3f794e60467e28ea8f0722136a067',b'f99cd724d1b311e69736bcaec523183d',0
855681,158301587677,3,15.610637,-0.397785,1.1993997,0.692926,11.74093,19.45924,1.2964152,3072.1716,-2720.3564,b'ceb9675ddafe1634c4c446d809cec071',b'f99cd724d1b311e69736bcaec523183d',0
855726,158301587677,3,16.551815,-0.4312293,6.9370747,0.7011317,11.750319,20.411627,0.7789632,3071.1409,-2720.6917,b'5e04e4fe2261287b4403343fd48ff701',b'f99cd724d1b311e69736bcaec523183d',0
855727,158301587677,3,17.219885,-0.41188616,-1.6521437,0.70310163,11.753111,21.074879,1.1151971,3070.9285,-2721.4043,b'05599f49b95d833dca7d0443fd244584',b'f99cd724d1b311e69736bcaec523183d',0
855728,158301587677,3,19.39926,-0.4411233,-22.73341,0.81138265,11.85855,23.259007,0.6006119,3069.0522,-2722.6353,b'4c20856581f30f55f43f8c61e9baca63',b'f99cd724d1b311e69736bcaec523183d',0
855777,158301601366,2,15.639347,0.53336805,16.155956,0.6413326,11.729183,19.425554,0.81747776,3071.7495,-2720.1213,b'aee90f30868476317d6c0772097f1c6d',b'f99cd724d1b311e69736bcaec523183d',0
855803,158301601366,2,16.685555,0.53795636,9.987663,0.6537337,11.737424,20.45922,0.9951704,3071.168,-2720.9941,b'25be8daad99c98803bb62aca29552d7a',b'f99cd724d1b311e69736bcaec523183d',0
855804,158301601366,2,17.639898,0.5154185,-15.888741,0.6019409,11.703822,21.444557,0.6961979,3070.2734,-2721.5042,b'f3d61bea4358b58eaabf754a6b87f2c0',b'f99cd724d1b311e69736bcaec523183d',0
855924,158301661478,3,15.629485,-0.42330146,12.731192,0.7035581,11.755173,19.488226,0.8984663,3071.3484,-2720.7412,b'651e29b66c1a1a60412d34d8d44d5cbe',b'f99cd724d1b311e69736bcaec523183d',0
855970,158301661478,3,16.379889,-0.41947314,3.313566,0.70526296,11.756997,20.237652,0.9706956,3070.8872,-2721.3364,b'54eebc1bce10f2b45a016804306fa26c',b'f99cd724d1b311e69736bcaec523183d',0
855971,158301661478,3,17.63988,-0.41794166,-17.201754,0.6252126,11.676949,21.497004,1.0185294,3070.059,-2722.2864,b'9eaacb51d8d731e72a7598284547fe0b',b'f99cd724d1b311e69736bcaec523183d',0
855972,158301661478,3,18.526482,-0.39730176,-21.24542,0.7393952,11.788635,22.372612,1.4167628,3069.749,-2723.197,b'7acc57fc7f4a34321b3d8d378a0e356f',b'f99cd724d1b311e69736bcaec523183d',0
855973,158301661478,3,18.859306,-0.4568829,-23.27507,0.5304924,11.574119,22.715195,0.30619174,3068.7056,-2722.6853,b'129b1fb5ffced757b105a52816c6d446',b'f99cd724d1b311e69736bcaec523183d',0
855974,158301661478,3,18.88477,-0.4409449,-21.337532,0.57719356,11.626164,22.74454,0.6066168,3068.904,-2722.9126,b'11b6ce91f889476bf457203e01dc3767',b'f99cd724d1b311e69736bcaec523183d',0
856024,158301676204,2,15.706858,0.5201109,12.297417,0.64936054,11.744889,19.511576,0.6166553,3071.0186,-2720.6926,b'0a26cd9945df5e9b137c1e46f0f4e2fe',b'f99cd724d1b311e69736bcaec523183d',0
856050,158301676204,2,16.648872,0.53666735,10.129322,0.6630579,11.744725,20.424896,0.9700934,3070.651,-2721.6,b'95039818987a0bbcd6b12ec6aca97f34',b'f99cd724d1b311e69736bcaec523183d',0
856051,158301676204,2,18.489943,0.5325731,-17.82539,0.66441673,11.749795,22.264118,1.0794404,3069.471,-2723.0154,b'8499594ae4002e733d388afb602f7c41',b'f99cd724d1b311e69736bcaec523183d',0
856157,158301736085,3,15.700481,-0.41644174,13.649675,0.71254164,11.761217,19.55748,1.0070546,3070.8542,-2721.5076,b'0ec775a5910d3517a0898a5c7325d6f4',b'f99cd724d1b311e69736bcaec523183d',0
856194,158301736085,3,16.379889,-0.4288513,5.1166286,0.7122894,11.760555,20.239471,0.8170935,3070.2498,-2721.8762,b'59a572da31623d1fd56b8942dae9ed58',b'f99cd724d1b311e69736bcaec523183d',0
856195,158301736085,3,17.219883,-0.4110558,-3.9569151,0.7364323,11.784757,21.074528,1.1294917,3069.908,-2722.6997,b'f10cf1e5a92f4ecb44ec08baa26b7b7b',b'f99cd724d1b311e69736bcaec523183d',0
856200,158301736085,3,18.81855,-0.36961368,-17.985828,0.7098916,11.744792,22.637098,1.9483769,3069.4395,-2724.4006,b'4b68db03ce1d3c3f895392ad474040cb',b'f99cd724d1b311e69736bcaec523183d',0
856238,158301750433,2,15.706073,0.5198862,19.490673,0.6666257,11.75449,19.51109,0.61307245,3070.5059,-2721.3293,b'bb727b4a27122e392cf9b59e413c6e7f',b'f99cd724d1b311e69736bcaec523183d',0
856261,158301750433,2,16.750109,0.5304521,11.222996,0.66982955,11.749118,20.535742,0.8766349,3069.9995,-2722.2583,b'559335616432d4f7bd0724fd9737b285',b'f99cd724d1b311e69736bcaec523183d',0
856350,158301810780,3,15.611453,-0.40403223,8.235975,0.73635614,11.785048,19.463478,1.1989781,3070.5464,-2722.2117,b'9cab3ad60b1e6cf049b7dc8a32c90df8',b'f99cd724d1b311e69736bcaec523183d',0
856396,158301810780,3,16.870516,-0.4381788,-1.482158,0.7228096,11.771255,20.730476,0.66324246,3069.292,-2722.7761,b'8aa7da8e41c9731a248059a3c70e37a2',b'f99cd724d1b311e69736bcaec523183d',0
856397,158301810780,3,17.639883,-0.40272644,-7.034235,0.7059903,11.754436,21.49012,1.2868333,3069.2324,-2723.7573,b'd38680abc876eab931b325548310fbbc',b'f99cd724d1b311e69736bcaec523183d',0
856398,158301810780,3,18.47988,-0.39543587,-14.347094,0.71822554,11.764949,22.324678,1.4494145,3068.784,-2724.4795,b'd8bfe401fb3d10d081094b767022c767',b'f99cd724d1b311e69736bcaec523183d',0
856450,158301825238,2,15.732808,0.5190747,17.034111,0.68566626,11.766848,19.538794,0.60258406,3069.959,-2721.9844,b'c0cd1b524e33d05591965523c87ff4e2',b'f99cd724d1b311e69736bcaec523183d',0
856472,158301825238,2,16.811287,0.5238151,10.095573,0.68263066,11.760121,20.606783,0.7712789,3069.357,-2722.8823,b'026fed6c6c89c1e74c44f9e5d97ed5b0',b'f99cd724d1b311e69736bcaec523183d',0
856473,158301825238,2,17.986698,0.5195463,-19.704689,0.53245115,11.6132765,21.78424,0.79764634,3068.576,-2723.764,b'4404e1b300b80f6122acce266c669e5b',b'f99cd724d1b311e69736bcaec523183d',0
856474,158301825238,2,18.894037,0.52627337,-15.314739,0.6237864,11.699265,22.67742,0.999819,3068.1172,-2724.5564,b'6584e83ce66fee2d26831b12ffd4a0f3',b'f99cd724d1b311e69736bcaec523183d',0
856586,158301884768,3,15.737529,-0.44039363,12.973396,0.7383376,11.783073,19.597378,0.63085544,3069.5254,-2722.5562,b'c1724ca4c98c627ac3351b24b1ee92a0',b'f99cd724d1b311e69736bcaec523183d',0
856633,158301884768,3,16.379889,-0.44924307,2.2194116,0.7337689,11.776206,20.238453,0.48308617,3068.9822,-2722.9272,b'4b694c1acbc94951199a8209f16b9c68',b'f99cd724d1b311e69736bcaec523183d',0
856634,158301884768,3,17.337831,-0.3984181,-6.2470074,0.73662186,11.7804785,21.18559,1.3514352,3068.9785,-2724.2122,b'45a9dd53a230a892849bc6bddb82b582',b'f99cd724d1b311e69736bcaec523183d',0
856635,158301884768,3,18.059881,-0.39923644,-16.079725,0.7383758,11.782436,21.907679,1.3637958,3068.4983,-2724.7515,b'4cc654e1bac8fad171363c4c830711b4',b'f99cd724d1b311e69736bcaec523183d',0
856636,158301884768,3,19.426956,-0.4055337,-17.345804,0.6786026,11.723979,23.277943,1.2917757,3067.5164,-2725.71,b'085c907695010e2e87da08730f356c30',b'f99cd724d1b311e69736bcaec523183d',0
856686,158301900172,2,15.814575,0.51353866,12.687912,0.68702626,11.769768,19.627287,0.5220856,3069.3096,-2722.6357,b'2f0bc92561c25f2cae3af101d5d08cbd',b'f99cd724d1b311e69736bcaec523183d',0
856701,158301900172,2,16.829208,0.5238419,6.918857,0.6889565,11.763896,20.624596,0.7732968,3068.8188,-2723.5396,b'b25043d850e0c1f40d73a4ff3e0b67ee',b'f99cd724d1b311e69736bcaec523183d',0
856702,158301900172,2,18.059896,0.5176154,-15.661457,0.67403424,11.753829,21.860054,0.7689877,3067.9788,-2724.4456,b'0e525046b5c751008355c2c593f3f4bd',b'f99cd724d1b311e69736bcaec523183d',0
856807,158301959606,3,15.6946745,-0.42429316,10.486326,0.75183207,11.80276,19.5536,0.8837305,3069.2131,-2723.34,b'a2f9333c5f77400e0ca1e3a1aede70ad',b'f99cd724d1b311e69736bcaec523183d',0
856852,158301959606,3,16.379889,-0.45006993,-1.4430487,0.7377097,11.784759,20.238268,0.46954358,3068.445,-2723.5647,b'31516fe70193d6ed059d97cd3ebbdf92',b'f99cd724d1b311e69736bcaec523183d',0
856853,158301959606,3,17.639881,-0.41161004,-7.445261,0.76879346,11.818935,21.494637,1.130193,3068.0833,-2724.9373,b'98e4ad717b7d48a7fa814fee2aeab89f',b'f99cd724d1b311e69736bcaec523183d',0
856854,158301959606,3,18.98189,-0.4186891,-20.86659,0.7604088,11.811209,22.839046,1.0285769,3067.0999,-2725.8599,b'112582af413ef85c94cb743fdbf7ab7f',b'f99cd724d1b311e69736bcaec523183d',0
856908,158301974895,2,16.104094,0.47908786,1.3603625,0.6334587,11.728308,19.949276,-0.009310901,3068.1804,-2723.1567,b'e1469964c2882275e6810397a398e68e',b'f99cd724d1b311e69736bcaec523183d',0
856909,158301974895,2,16.854254,0.52515566,7.884517,0.7017546,11.769079,20.647593,0.79754525,3068.304,-2724.2168,b'e2cf9f441d34bfcf24a9f7dac1dbdab1',b'f99cd724d1b311e69736bcaec523183d',0
856914,158301974895,2,19.311823,0.5589851,-21.006971,0.625165,11.657317,23.026398,1.6655252,3067.3376,-2726.5574,b'89ecb04ddce492951eb81c1b25c15294',b'f99cd724d1b311e69736bcaec523183d',0
856925,158301974895,2,16.128286,0.46981233,-0.117274284,0.6668551,11.7644,19.97917,-0.1577614,3068.0508,-2723.0786,b'3924587af92bb10d6636812106e72297',b'f99cd724d1b311e69736bcaec523183d',0
857018,158302034791,3,15.7555065,-0.41995522,15.142824,0.7561641,11.809695,19.61348,0.9527824,3068.6914,-2724.0735,b'eee775fb4e3e8058a24cbe3d0afcea88',b'f99cd724d1b311e69736bcaec523183d',0
857071,158302034791,3,17.517004,-0.40994075,-5.9249706,0.7438004,11.796216,21.371058,1.1564281,3067.6572,-2725.5093,b'e7b11fbf1d83af01da455dc1477bf031',b'f99cd724d1b311e69736bcaec523183d',0
857072,158302034791,3,18.479876,-0.4211126,-17.13635,0.73520064,11.78879,22.337828,0.97510684,3066.8718,-2726.1013,b'543ef971ff59110c2ac1e8277f1a41fb',b'f99cd724d1b311e69736bcaec523183d',0
857103,158302034791,3,19.575552,-0.47238067,-14.654318,0.7520936,11.793378,23.4226,-0.012014985,3065.4114,-2726.2373,b'ddf55e951d5f73dfeaf8313d762e535e',b'f99cd724d1b311e69736bcaec523183d',0
857127,158302048993,2,16.379915,0.5430748,2.621242,0.7112668,11.761674,20.146433,1.0475028,3068.3035,-2724.6501,b'd69a35cd332da330969b6b05ddee5428',b'f99cd724d1b311e69736bcaec523183d',0
857128,158302048993,2,16.75038,0.5276186,7.0611835,0.71213794,11.777728,20.540413,0.8294031,3067.877,-2724.7944,b'66f202b3e963f2ded5e1a73e6d3aa947',b'f99cd724d1b311e69736bcaec523183d',0
857129,158302048993,2,19.292984,0.5302375,-16.544731,0.6763195,11.739523,23.067717,1.1118662,3066.3833,-2726.8528,b'e078651f4a8fdd2492f4f695deeb9c34',b'f99cd724d1b311e69736bcaec523183d',0
857143,158302048993,2,16.12479,0.46055582,-5.449846,0.65265495,11.753473,19.980003,-0.30707538,3067.4143,-2723.6147,b'057663c860ab891039bfc351a75b92f7',b'f99cd724d1b311e69736bcaec523183d',0
857232,158302108244,3,15.876675,-0.42349267,15.670473,0.7660611,11.830973,19.735434,0.89856935,3068.0522,-2724.7415,b'e50d5b6f8c309addfd28514b39748ac7',b'f99cd724d1b311e69736bcaec523183d',0
857277,158302108244,3,17.150795,-0.4194031,-15.288816,30.632221,41.69694,21.008434,0.98463684,3067.26,-2725.7417,b'cd07edffd212f8248e863e24a8f69967',b'f99cd724d1b311e69736bcaec523183d',0
857278,158302108244,3,17.349487,-0.41654795,-7.659334,0.7611142,11.825588,21.206205,1.0374613,3067.1663,-2725.9236,b'2cf1507aea1d8391007aab07b620bd26',b'f99cd724d1b311e69736bcaec523183d',0
857281,158302108244,3,18.059885,-0.38810775,-13.39908,0.75361687,11.810734,21.899178,1.5645975,3067.0906,-2726.791,b'4c8af56274d0b3d83150249ea910c93c',b'f99cd724d1b311e69736bcaec523183d',0
857301,158302108244,3,18.69342,-0.48598525,-16.9462,0.76252395,11.807368,22.530073,-0.2340064,3065.335,-2726.0488,b'5d04b39e01c8426fcee3ca46883bf53f',b'f99cd724d1b311e69736bcaec523183d',0
857306,158302123751,2,15.667512,0.48590237,-1.5895629,0.73263043,11.831146,19.508154,0.0786162,3067.4844,-2724.1643,b'b1572ee68aa8c3148d4ad4a9f31cce42',b'f99cd724d1b311e69736bcaec523183d',0
857321,158302123751,2,16.871147,0.51986766,4.5863376,0.72207785,11.799448,20.672112,0.7101641,3067.17,-2725.4507,b'a63aeb59951eab4e52ad363b207d09df',b'f99cd724d1b311e69736bcaec523183d',0
857322,158302123751,2,17.991764,0.50283235,-12.449142,0.72119254,11.810767,21.811823,0.49820465,3066.2473,-2726.1523,b'4d64438eb4f563b585406a4cfccfc186',b'f99cd724d1b311e69736bcaec523183d',0
857323,158302123751,2,19.927828,0.55123556,-18.700703,0.693812,11.740303,23.656088,1.5876398,3065.815,-2728.2502,b'62930b04c04b27de942f569dfe310bf6',b'f99cd724d1b311e69736bcaec523183d',0
857365,158302180874,3,15.923004,-0.43512112,13.43633,0.75847805,11.847319,19.782999,0.7139943,3067.3667,-2725.2722,b'9437e1c90a40a6d0e46d7aa7d78ed82e',b'f99cd724d1b311e69736bcaec523183d',0
857401,158302180874,3,17.03534,-0.4495063,-5.1274166,0.76375866,11.849906,20.893787,0.46992224,3066.4407,-2725.9326,b'8b7e59f66667eb08a83103c66e1079ef',b'f99cd724d1b311e69736bcaec523183d',0
857402,158302180874,3,17.285234,-0.39955983,-16.257254,-0.031389557,11.054261,21.13376,1.3297372,3066.9175,-2726.6873,b'6da6545e799782c147462a7927c40b9e',b'f99cd724d1b311e69736bcaec523183d',0
857403,158302180874,3,18.059877,-0.4145934,-8.070562,0.7487181,11.837428,21.915741,1.0865707,3066.2126,-2727.1042,b'b1cdabbca93cc90a9bc16ae4075b7dab',b'f99cd724d1b311e69736bcaec523183d',0
857404,158302180874,3,18.896978,-0.39777282,-16.50144,0.7296424,11.814763,22.743174,1.422202,3065.9067,-2727.943,b'a1a9822b59bc67c265f4fa386d58c667',b'f99cd724d1b311e69736bcaec523183d',0
857484,158302197575,2,15.802851,0.505087,4.1950564,0.714748,11.838314,19.625355,0.38797694,3067.1143,-2725.0874,b'a3a33577ec48feaf6739fbddb1d81b3b',b'f99cd724d1b311e69736bcaec523183d',0
857501,158302197575,2,17.062643,0.5210298,4.60823,0.72931004,11.841141,20.861267,0.7459287,3066.5515,-2726.2444,b'b984cd37bcf3c32dfc71465614dec3f2',b'f99cd724d1b311e69736bcaec523183d',0
857502,158302197575,2,19.67109,0.52080333,-16.076519,0.7108404,11.822858,23.460709,0.96253556,3064.97,-2728.3188,b'76b3a72749e4dde75d47132919737bd5',b'f99cd724d1b311e69736bcaec523183d',0
857546,158302256536,3,16.018969,-0.44898406,17.631739,0.7519084,11.887927,19.877619,0.49201438,3066.596,-2725.848,b'60984b6a0cf4c9d0878a7af8e684a607',b'f99cd724d1b311e69736bcaec523183d',0
857595,158302256536,3,16.799887,-0.42627272,3.6288545,0.7515196,11.890643,20.659092,0.8634146,3066.3494,-2726.677,b'213ca9459427d4cab7fe9f5ff7f0471f',b'f99cd724d1b311e69736bcaec523183d',0
857596,158302256536,3,17.63988,-0.43134338,-0.8890784,0.74933696,11.888266,21.49969,0.78214157,3065.7266,-2727.2476,b'019e491f641c00a115ecf5022bcc1210',b'f99cd724d1b311e69736bcaec523183d',0
857597,158302256536,3,18.899872,-0.42407793,-22.821447,0.77748877,11.916608,22.75853,0.92532015,3064.9907,-2728.279,b'c7e081d62fa1eec8e6d398da854e3d57',b'f99cd724d1b311e69736bcaec523183d',0
857694,158302269619,2,15.894244,0.5049983,10.97583,0.7012425,11.875253,19.716629,0.39286226,3066.5435,-2725.7734,b'b7e52a5e094b232c14ce9c77639c17ca',b'f99cd724d1b311e69736bcaec523183d',0
857714,158302269619,2,17.105213,0.51904744,5.8069377,0.70536965,11.869175,20.906525,0.7157473,3065.988,-2726.874,b'b6779dfe56d9bfaad79206b58e89aedf',b'f99cd724d1b311e69736bcaec523183d',0
857715,158302269619,2,18.059889,0.49790093,-11.159645,0.7037231,11.88205,21.885508,0.4138636,3065.109,-2727.4001,b'81e8080d0383a0d8428756b288a2692e',b'f99cd724d1b311e69736bcaec523183d',0
857716,158302269619,2,19.638762,0.4886879,-14.722929,0.76323277,11.946323,23.471703,0.3306052,3063.9863,-2728.5242,b'ede02645a7c3a155a118681172befb4a',b'f99cd724d1b311e69736bcaec523183d',0
857787,158302329874,3,16.119682,-0.43155554,16.790688,0.7085338,11.8831625,19.979525,0.7716431,3066.2144,-2726.7466,b'bb4dc70c5ee8e388fcaf34ccc1af541f',b'f99cd724d1b311e69736bcaec523183d',0
857788,158302329874,3,16.799885,-0.42991683,6.4018497,0.7083376,11.883058,20.659575,0.80219555,3065.7834,-2727.2734,b'5edaf50724c7f6b4428d34766ebb1c2a',b'f99cd724d1b311e69736bcaec523183d',0
857789,158302329874,3,18.20304,-0.45528275,-8.2645645,0.7066772,11.876622,22.059656,0.34901667,3064.5115,-2728.0137,b'6aacb6f1f9a6e498c41dcbe4dd5061e5',b'f99cd724d1b311e69736bcaec523183d',0
857872,158302344862,2,16.036526,0.5081005,13.717037,0.6578313,11.857486,19.855076,0.45227033,3065.96,-2726.5686,b'5f8b269b2742a60b97e0baddf02bf145',b'f99cd724d1b311e69736bcaec523183d',0
